variable_name	field_id	visit_id	repetition_id	Field ID	Description	Category	Unnamed: 3	field_type	nice_description
30220-2.0	30220	2	0	30220	Basophill percentage	Blood count		continuous	Basophill_percentage
30221-0.0	30221	0	0						
30222-0.0	30222	0	0						
30222-1.0	30222	1	0						
30222-2.0	30222	2	0						
30223-0.0	30223	0	0						
30223-1.0	30223	1	0						
30223-2.0	30223	2	0						
30224-0.0	30224	0	0						
30224-1.0	30224	1	0						
30224-2.0	30224	2	0						
30230-0.0	30230	0	0	30230	Nucleated red blood cell percentage	Blood count		continuous	Nucleated_red_blood_cell_percentage
30230-1.0	30230	1	0	30230	Nucleated red blood cell percentage	Blood count		continuous	Nucleated_red_blood_cell_percentage
30230-2.0	30230	2	0	30230	Nucleated red blood cell percentage	Blood count		continuous	Nucleated_red_blood_cell_percentage
30231-0.0	30231	0	0						
30232-0.0	30232	0	0						
30232-1.0	30232	1	0						
30232-2.0	30232	2	0						
30233-0.0	30233	0	0						
30233-1.0	30233	1	0						
30233-2.0	30233	2	0						
30234-0.0	30234	0	0						
30234-1.0	30234	1	0						
30234-2.0	30234	2	0						
30240-0.0	30240	0	0	30240	Reticulocyte percentage	Blood count		continuous	Reticulocyte_percentage
30240-1.0	30240	1	0	30240	Reticulocyte percentage	Blood count		continuous	Reticulocyte_percentage
30240-2.0	30240	2	0	30240	Reticulocyte percentage	Blood count		continuous	Reticulocyte_percentage
30241-0.0	30241	0	0						
30242-0.0	30242	0	0						
30242-1.0	30242	1	0						
30242-2.0	30242	2	0						
30243-0.0	30243	0	0						
30243-1.0	30243	1	0						
30243-2.0	30243	2	0						
30244-0.0	30244	0	0						
30244-1.0	30244	1	0						
30244-2.0	30244	2	0						
30250-0.0	30250	0	0	30250	Reticulocyte count	Blood count		continuous	Reticulocyte_count
30250-1.0	30250	1	0	30250	Reticulocyte count	Blood count		continuous	Reticulocyte_count
30250-2.0	30250	2	0	30250	Reticulocyte count	Blood count		continuous	Reticulocyte_count
30251-0.0	30251	0	0						
30252-0.0	30252	0	0						
30252-1.0	30252	1	0						
30252-2.0	30252	2	0						
30253-0.0	30253	0	0						
30253-1.0	30253	1	0						
30253-2.0	30253	2	0						
30254-0.0	30254	0	0						
30254-1.0	30254	1	0						
30254-2.0	30254	2	0						
30260-0.0	30260	0	0	30260	Mean reticulocyte volume	Blood count		continuous	Mean_reticulocyte_volume
30260-1.0	30260	1	0	30260	Mean reticulocyte volume	Blood count		continuous	Mean_reticulocyte_volume
30260-2.0	30260	2	0	30260	Mean reticulocyte volume	Blood count		continuous	Mean_reticulocyte_volume
30261-0.0	30261	0	0						
30262-0.0	30262	0	0						
30262-1.0	30262	1	0						
30262-2.0	30262	2	0						
30263-0.0	30263	0	0						
30263-1.0	30263	1	0						
30263-2.0	30263	2	0						
30264-0.0	30264	0	0						
30264-1.0	30264	1	0						
30264-2.0	30264	2	0						
30270-0.0	30270	0	0	30270	Mean sphered cell volume	Blood count		continuous	Mean_sphered_cell_volume
30270-1.0	30270	1	0	30270	Mean sphered cell volume	Blood count		continuous	Mean_sphered_cell_volume
30270-2.0	30270	2	0	30270	Mean sphered cell volume	Blood count		continuous	Mean_sphered_cell_volume
30271-0.0	30271	0	0						
30272-0.0	30272	0	0						
30272-1.0	30272	1	0						
30272-2.0	30272	2	0						
30273-0.0	30273	0	0						
30273-1.0	30273	1	0						
30273-2.0	30273	2	0						
30274-0.0	30274	0	0						
30274-1.0	30274	1	0						
30274-2.0	30274	2	0						
30280-0.0	30280	0	0	30280	Immature reticulocyte fraction	Blood count		continuous	Immature_reticulocyte_fraction
30280-1.0	30280	1	0	30280	Immature reticulocyte fraction	Blood count		continuous	Immature_reticulocyte_fraction
30280-2.0	30280	2	0	30280	Immature reticulocyte fraction	Blood count		continuous	Immature_reticulocyte_fraction
30281-0.0	30281	0	0						
30282-0.0	30282	0	0						
30282-1.0	30282	1	0						
30282-2.0	30282	2	0						
30283-0.0	30283	0	0						
30283-1.0	30283	1	0						
30283-2.0	30283	2	0						
30284-0.0	30284	0	0						
30284-1.0	30284	1	0						
30284-2.0	30284	2	0						
30290-0.0	30290	0	0	30290	High light scatter reticulocyte percentage	Blood count		continuous	High_light_scatter_reticulocyte_percentage
30290-1.0	30290	1	0	30290	High light scatter reticulocyte percentage	Blood count		continuous	High_light_scatter_reticulocyte_percentage
30290-2.0	30290	2	0	30290	High light scatter reticulocyte percentage	Blood count		continuous	High_light_scatter_reticulocyte_percentage
30291-0.0	30291	0	0						
30292-0.0	30292	0	0						
30292-1.0	30292	1	0						
30292-2.0	30292	2	0						
30293-0.0	30293	0	0						
30293-1.0	30293	1	0						
30293-2.0	30293	2	0						
30294-0.0	30294	0	0						
30294-1.0	30294	1	0						
30294-2.0	30294	2	0						
30300-0.0	30300	0	0	30300	High light scatter reticulocyte count	Blood count		continuous	High_light_scatter_reticulocyte_count
30300-1.0	30300	1	0	30300	High light scatter reticulocyte count	Blood count		continuous	High_light_scatter_reticulocyte_count
30300-2.0	30300	2	0	30300	High light scatter reticulocyte count	Blood count		continuous	High_light_scatter_reticulocyte_count
30301-0.0	30301	0	0						
30302-0.0	30302	0	0						
30302-1.0	30302	1	0						
30302-2.0	30302	2	0						
30303-0.0	30303	0	0						
30303-1.0	30303	1	0						
30303-2.0	30303	2	0						
30304-0.0	30304	0	0						
30304-1.0	30304	1	0						
30304-2.0	30304	2	0						
30502-0.0	30502	0	0	30502	Microalbumin in urine acquisition time	Urine processing		date	Microalbumin_in_urine_acquisition_time
30502-1.0	30502	1	0	30502	Microalbumin in urine acquisition time	Urine processing		date	Microalbumin_in_urine_acquisition_time
30503-0.0	30503	0	0	30503	Microalbumin in urine device ID	Urine processing		categorical_single	Microalbumin_in_urine_device_ID
30503-1.0	30503	1	0	30503	Microalbumin in urine device ID	Urine processing		categorical_single	Microalbumin_in_urine_device_ID
30512-0.0	30512	0	0	30512	Creatinine (enzymatic) in urine acquisition time	Urine processing		date	Creatinine_(enzymatic)_in_urine_acquisition_time
30512-1.0	30512	1	0	30512	Creatinine (enzymatic) in urine acquisition time	Urine processing		date	Creatinine_(enzymatic)_in_urine_acquisition_time
30513-0.0	30513	0	0	30513	Creatinine (enzymatic) in urine device ID	Urine processing		categorical_single	Creatinine_(enzymatic)_in_urine_device_ID
30513-1.0	30513	1	0	30513	Creatinine (enzymatic) in urine device ID	Urine processing		categorical_single	Creatinine_(enzymatic)_in_urine_device_ID
30522-0.0	30522	0	0	30522	Potassium in urine acquisition time	Urine processing		date	Potassium_in_urine_acquisition_time
30522-1.0	30522	1	0	30522	Potassium in urine acquisition time	Urine processing		date	Potassium_in_urine_acquisition_time
30523-0.0	30523	0	0	30523	Potassium in urine device ID	Urine processing		categorical_single	Potassium_in_urine_device_ID
30523-1.0	30523	1	0	30523	Potassium in urine device ID	Urine processing		categorical_single	Potassium_in_urine_device_ID
30532-0.0	30532	0	0	30532	Sodium in urine acquisition time	Urine processing		date	Sodium_in_urine_acquisition_time
30532-1.0	30532	1	0	30532	Sodium in urine acquisition time	Urine processing		date	Sodium_in_urine_acquisition_time
30533-0.0	30533	0	0	30533	Sodium in urine device ID	Urine processing		categorical_single	Sodium_in_urine_device_ID
30533-1.0	30533	1	0	30533	Sodium in urine device ID	Urine processing		categorical_single	Sodium_in_urine_device_ID
3059-0.0	3059	0	0	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-0.1	3059	0	1	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-0.2	3059	0	2	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-1.0	3059	1	0	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-1.1	3059	1	1	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-1.2	3059	1	2	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-2.0	3059	2	0	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-2.1	3059	2	1	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-2.2	3059	2	2	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-3.0	3059	3	0	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-3.1	3059	3	1	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3059-3.2	3059	3	2	3059	Result ranking	Spirometry		categorical_single	Result_ranking
3060-0.0	3060	0	0						
3060-0.1	3060	0	1						
3060-0.2	3060	0	2						
3060-1.0	3060	1	0						
3060-1.1	3060	1	1						
3060-1.2	3060	1	2						
3060-2.0	3060	2	0						
3060-2.1	3060	2	1						
3060-2.2	3060	2	2						
3060-3.0	3060	3	0						
3060-3.1	3060	3	1						
3060-3.2	3060	3	2						
30600-0.0	30600	0	0	30600	Albumin	Blood biochemistry		continuous	Albumin
30600-1.0	30600	1	0	30600	Albumin	Blood biochemistry		continuous	Albumin
30601-0.0	30601	0	0						
30601-1.0	30601	1	0						
30602-0.0	30602	0	0						
30602-1.0	30602	1	0						
30603-0.0	30603	0	0						
30603-1.0	30603	1	0						
30604-0.0	30604	0	0						
30604-1.0	30604	1	0						
30605-0.0	30605	0	0						
30605-1.0	30605	1	0						
30606-0.0	30606	0	0						
30606-1.0	30606	1	0						
3061-0.0	3061	0	0						
3061-0.1	3061	0	1						
3061-0.2	3061	0	2						
3061-1.0	3061	1	0						
3061-1.1	3061	1	1						
3061-1.2	3061	1	2						
3061-2.0	3061	2	0						
3061-2.1	3061	2	1						
3061-2.2	3061	2	2						
3061-3.0	3061	3	0						
3061-3.1	3061	3	1						
3061-3.2	3061	3	2						
30610-0.0	30610	0	0	30610	Alkaline phosphatase	Blood biochemistry		continuous	Alkaline_phosphatase
30610-1.0	30610	1	0	30610	Alkaline phosphatase	Blood biochemistry		continuous	Alkaline_phosphatase
30611-0.0	30611	0	0						
30611-1.0	30611	1	0						
30612-0.0	30612	0	0						
30612-1.0	30612	1	0						
30613-0.0	30613	0	0						
30613-1.0	30613	1	0						
30614-0.0	30614	0	0						
30614-1.0	30614	1	0						
30615-0.0	30615	0	0						
30615-1.0	30615	1	0						
30616-0.0	30616	0	0						
30616-1.0	30616	1	0						
3062-0.0	3062	0	0	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-0.1	3062	0	1	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-0.2	3062	0	2	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-1.0	3062	1	0	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-1.1	3062	1	1	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-1.2	3062	1	2	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-2.0	3062	2	0	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-2.1	3062	2	1	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-2.2	3062	2	2	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-3.0	3062	3	0	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-3.1	3062	3	1	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
3062-3.2	3062	3	2	3062	Forced vital capacity (FVC)	Spirometry		continuous	Forced_vital_capacity_(FVC)
30620-0.0	30620	0	0	30620	Alanine aminotransferase	Blood biochemistry		continuous	Alanine_aminotransferase
30620-1.0	30620	1	0	30620	Alanine aminotransferase	Blood biochemistry		continuous	Alanine_aminotransferase
30621-0.0	30621	0	0						
30621-1.0	30621	1	0						
30622-0.0	30622	0	0						
30622-1.0	30622	1	0						
30623-0.0	30623	0	0						
30623-1.0	30623	1	0						
30624-0.0	30624	0	0						
30624-1.0	30624	1	0						
30625-0.0	30625	0	0						
30625-1.0	30625	1	0						
30626-0.0	30626	0	0						
30626-1.0	30626	1	0						
3063-0.0	3063	0	0	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-0.1	3063	0	1	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-0.2	3063	0	2	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-1.0	3063	1	0	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-1.1	3063	1	1	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-1.2	3063	1	2	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-2.0	3063	2	0	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-2.1	3063	2	1	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-2.2	3063	2	2	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-3.0	3063	3	0	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-3.1	3063	3	1	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
3063-3.2	3063	3	2	3063	Forced expiratory volume in 1-second (FEV1)	Spirometry		continuous	Forced_expiratory_volume_in_1-second_(FEV1)
30630-0.0	30630	0	0	30630	Apolipoprotein A	Blood biochemistry		continuous	Apolipoprotein_A
30630-1.0	30630	1	0	30630	Apolipoprotein A	Blood biochemistry		continuous	Apolipoprotein_A
30631-0.0	30631	0	0						
30631-1.0	30631	1	0						
30632-0.0	30632	0	0						
30632-1.0	30632	1	0						
30633-0.0	30633	0	0						
30633-1.0	30633	1	0						
30634-0.0	30634	0	0						
30634-1.0	30634	1	0						
30635-0.0	30635	0	0						
30635-1.0	30635	1	0						
30636-0.0	30636	0	0						
30636-1.0	30636	1	0						
3064-0.0	3064	0	0	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-0.1	3064	0	1	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-0.2	3064	0	2	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-1.0	3064	1	0	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-1.1	3064	1	1	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-1.2	3064	1	2	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-2.0	3064	2	0	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-2.1	3064	2	1	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-2.2	3064	2	2	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-3.0	3064	3	0	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-3.1	3064	3	1	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
3064-3.2	3064	3	2	3064	Peak expiratory flow (PEF)	Spirometry		integer	Peak_expiratory_flow_(PEF)
30640-0.0	30640	0	0	30640	Apolipoprotein B	Blood biochemistry		continuous	Apolipoprotein_B
30640-1.0	30640	1	0	30640	Apolipoprotein B	Blood biochemistry		continuous	Apolipoprotein_B
30641-0.0	30641	0	0						
30641-1.0	30641	1	0						
30642-0.0	30642	0	0						
30642-1.0	30642	1	0						
30643-0.0	30643	0	0						
30643-1.0	30643	1	0						
30644-0.0	30644	0	0						
30644-1.0	30644	1	0						
30645-0.0	30645	0	0						
30645-1.0	30645	1	0						
30646-0.0	30646	0	0						
30646-1.0	30646	1	0						
3065-0.0	3065	0	0	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-0.1	3065	0	1	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-0.2	3065	0	2	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-1.0	3065	1	0	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-1.1	3065	1	1	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-1.2	3065	1	2	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-2.0	3065	2	0	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-2.1	3065	2	1	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-2.2	3065	2	2	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-3.0	3065	3	0	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-3.1	3065	3	1	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
3065-3.2	3065	3	2	3065	Ordering of blows	Spirometry		categorical_single	Ordering_of_blows
30650-0.0	30650	0	0	30650	Aspartate aminotransferase	Blood biochemistry		continuous	Aspartate_aminotransferase
30650-1.0	30650	1	0	30650	Aspartate aminotransferase	Blood biochemistry		continuous	Aspartate_aminotransferase
30651-0.0	30651	0	0						
30651-1.0	30651	1	0						
30652-0.0	30652	0	0						
30652-1.0	30652	1	0						
30653-0.0	30653	0	0						
30653-1.0	30653	1	0						
30654-0.0	30654	0	0						
30654-1.0	30654	1	0						
30655-0.0	30655	0	0						
30655-1.0	30655	1	0						
30656-0.0	30656	0	0						
30656-1.0	30656	1	0						
3066-0.0	3066	0	0	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-0.1	3066	0	1	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-0.2	3066	0	2	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-1.0	3066	1	0	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-1.1	3066	1	1	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-1.2	3066	1	2	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-2.0	3066	2	0	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-2.1	3066	2	1	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-2.2	3066	2	2	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-3.0	3066	3	0	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-3.1	3066	3	1	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
3066-3.2	3066	3	2	3066	Data points for blow	Spirometry	†	compound	Data_points_for_blow
30660-0.0	30660	0	0	30660	Direct bilirubin	Blood biochemistry		continuous	Direct_bilirubin
30660-1.0	30660	1	0	30660	Direct bilirubin	Blood biochemistry		continuous	Direct_bilirubin
30661-0.0	30661	0	0						
30661-1.0	30661	1	0						
30662-0.0	30662	0	0						
30662-1.0	30662	1	0						
30663-0.0	30663	0	0						
30663-1.0	30663	1	0						
30664-0.0	30664	0	0						
30664-1.0	30664	1	0						
30665-0.0	30665	0	0						
30665-1.0	30665	1	0						
30666-0.0	30666	0	0						
30666-1.0	30666	1	0						
30670-0.0	30670	0	0	30670	Urea	Blood biochemistry		continuous	Urea
30670-1.0	30670	1	0	30670	Urea	Blood biochemistry		continuous	Urea
30671-0.0	30671	0	0						
30671-1.0	30671	1	0						
30672-0.0	30672	0	0						
30672-1.0	30672	1	0						
30673-0.0	30673	0	0						
30673-1.0	30673	1	0						
30674-0.0	30674	0	0						
30674-1.0	30674	1	0						
30675-0.0	30675	0	0						
30675-1.0	30675	1	0						
30676-0.0	30676	0	0						
30676-1.0	30676	1	0						
30680-0.0	30680	0	0	30680	Calcium	Blood biochemistry		continuous	Calcium
30680-1.0	30680	1	0	30680	Calcium	Blood biochemistry		continuous	Calcium
30681-0.0	30681	0	0						
30681-1.0	30681	1	0						
30682-0.0	30682	0	0						
30682-1.0	30682	1	0						
30683-0.0	30683	0	0						
30683-1.0	30683	1	0						
30684-0.0	30684	0	0						
30684-1.0	30684	1	0						
30685-0.0	30685	0	0						
30685-1.0	30685	1	0						
30686-0.0	30686	0	0						
30686-1.0	30686	1	0						
30690-0.0	30690	0	0	30690	Cholesterol	Blood biochemistry		continuous	Cholesterol
30690-1.0	30690	1	0	30690	Cholesterol	Blood biochemistry		continuous	Cholesterol
30691-0.0	30691	0	0						
30691-1.0	30691	1	0						
30692-0.0	30692	0	0						
30692-1.0	30692	1	0						
30693-0.0	30693	0	0						
30693-1.0	30693	1	0						
30694-0.0	30694	0	0						
30694-1.0	30694	1	0						
30695-0.0	30695	0	0						
30695-1.0	30695	1	0						
30696-0.0	30696	0	0						
30696-1.0	30696	1	0						
30700-0.0	30700	0	0	30700	Creatinine	Blood biochemistry		continuous	Creatinine
30700-1.0	30700	1	0	30700	Creatinine	Blood biochemistry		continuous	Creatinine
30701-0.0	30701	0	0						
30701-1.0	30701	1	0						
30702-0.0	30702	0	0						
30702-1.0	30702	1	0						
30703-0.0	30703	0	0						
30703-1.0	30703	1	0						
30704-0.0	30704	0	0						
30704-1.0	30704	1	0						
30705-0.0	30705	0	0						
30705-1.0	30705	1	0						
30706-0.0	30706	0	0						
30706-1.0	30706	1	0						
30710-0.0	30710	0	0	30710	C-reactive protein	Blood biochemistry		continuous	C-reactive_protein
30710-1.0	30710	1	0	30710	C-reactive protein	Blood biochemistry		continuous	C-reactive_protein
30711-0.0	30711	0	0						
30711-1.0	30711	1	0						
30712-0.0	30712	0	0						
30712-1.0	30712	1	0						
30713-0.0	30713	0	0						
30713-1.0	30713	1	0						
30714-0.0	30714	0	0						
30714-1.0	30714	1	0						
30715-0.0	30715	0	0						
30715-1.0	30715	1	0						
30716-0.0	30716	0	0						
30716-1.0	30716	1	0						
30720-0.0	30720	0	0	30720	Cystatin C	Blood biochemistry		continuous	Cystatin_C
30720-1.0	30720	1	0	30720	Cystatin C	Blood biochemistry		continuous	Cystatin_C
30721-0.0	30721	0	0						
30721-1.0	30721	1	0						
30722-0.0	30722	0	0						
30722-1.0	30722	1	0						
30723-0.0	30723	0	0						
30723-1.0	30723	1	0						
30724-0.0	30724	0	0						
30724-1.0	30724	1	0						
30725-0.0	30725	0	0						
30725-1.0	30725	1	0						
30726-0.0	30726	0	0						
30726-1.0	30726	1	0						
30730-0.0	30730	0	0	30730	Gamma glutamyltransferase	Blood biochemistry		continuous	Gamma_glutamyltransferase
30730-1.0	30730	1	0	30730	Gamma glutamyltransferase	Blood biochemistry		continuous	Gamma_glutamyltransferase
30731-0.0	30731	0	0						
30731-1.0	30731	1	0						
30732-0.0	30732	0	0						
30732-1.0	30732	1	0						
30733-0.0	30733	0	0						
30733-1.0	30733	1	0						
30734-0.0	30734	0	0						
30734-1.0	30734	1	0						
30735-0.0	30735	0	0						
30735-1.0	30735	1	0						
30736-0.0	30736	0	0						
30736-1.0	30736	1	0						
30740-0.0	30740	0	0	30740	Glucose	Blood biochemistry		continuous	Glucose
30740-1.0	30740	1	0	30740	Glucose	Blood biochemistry		continuous	Glucose
30741-0.0	30741	0	0						
30741-1.0	30741	1	0						
30742-0.0	30742	0	0						
30742-1.0	30742	1	0						
30743-0.0	30743	0	0						
30743-1.0	30743	1	0						
30744-0.0	30744	0	0						
30744-1.0	30744	1	0						
30745-0.0	30745	0	0						
30745-1.0	30745	1	0						
30746-0.0	30746	0	0						
30746-1.0	30746	1	0						
30750-0.0	30750	0	0	30750	Glycated haemoglobin (HbA1c)	Blood biochemistry		continuous	Glycated_haemoglobin_(HbA1c)
30750-1.0	30750	1	0	30750	Glycated haemoglobin (HbA1c)	Blood biochemistry		continuous	Glycated_haemoglobin_(HbA1c)
30751-0.0	30751	0	0						
30751-1.0	30751	1	0						
30753-0.0	30753	0	0						
30753-1.0	30753	1	0						
30754-0.0	30754	0	0						
30754-1.0	30754	1	0						
30755-0.0	30755	0	0						
30755-1.0	30755	1	0						
30756-0.0	30756	0	0						
30756-1.0	30756	1	0						
30760-0.0	30760	0	0	30760	HDL cholesterol	Blood biochemistry		continuous	HDL_cholesterol
30760-1.0	30760	1	0	30760	HDL cholesterol	Blood biochemistry		continuous	HDL_cholesterol
30761-0.0	30761	0	0						
30761-1.0	30761	1	0						
30762-0.0	30762	0	0						
30762-1.0	30762	1	0						
30763-0.0	30763	0	0						
30763-1.0	30763	1	0						
30764-0.0	30764	0	0						
30764-1.0	30764	1	0						
30765-0.0	30765	0	0						
30765-1.0	30765	1	0						
30766-0.0	30766	0	0						
30766-1.0	30766	1	0						
3077-0.0	3077	0	0	3077	Seating box height	Body size measures		categorical_single	Seating_box_height
3077-1.0	3077	1	0	3077	Seating box height	Body size measures		categorical_single	Seating_box_height
3077-2.0	3077	2	0	3077	Seating box height	Body size measures		categorical_single	Seating_box_height
3077-3.0	3077	3	0	3077	Seating box height	Body size measures		categorical_single	Seating_box_height
30770-0.0	30770	0	0	30770	IGF-1	Blood biochemistry		continuous	IGF-1
30770-1.0	30770	1	0	30770	IGF-1	Blood biochemistry		continuous	IGF-1
30771-0.0	30771	0	0						
30771-1.0	30771	1	0						
30772-0.0	30772	0	0						
30772-1.0	30772	1	0						
30773-0.0	30773	0	0						
30773-1.0	30773	1	0						
30774-0.0	30774	0	0						
30774-1.0	30774	1	0						
30775-0.0	30775	0	0						
30775-1.0	30775	1	0						
30776-0.0	30776	0	0						
30776-1.0	30776	1	0						
30780-0.0	30780	0	0	30780	LDL direct	Blood biochemistry		continuous	LDL_direct
30780-1.0	30780	1	0	30780	LDL direct	Blood biochemistry		continuous	LDL_direct
30781-0.0	30781	0	0						
30781-1.0	30781	1	0						
30782-0.0	30782	0	0						
30782-1.0	30782	1	0						
30783-0.0	30783	0	0						
30783-1.0	30783	1	0						
30784-0.0	30784	0	0						
30784-1.0	30784	1	0						
30785-0.0	30785	0	0						
30785-1.0	30785	1	0						
30786-0.0	30786	0	0						
30786-1.0	30786	1	0						
30790-0.0	30790	0	0	30790	Lipoprotein A	Blood biochemistry		continuous	Lipoprotein_A
30790-1.0	30790	1	0	30790	Lipoprotein A	Blood biochemistry		continuous	Lipoprotein_A
30791-0.0	30791	0	0						
30791-1.0	30791	1	0						
30792-0.0	30792	0	0						
30792-1.0	30792	1	0						
30793-0.0	30793	0	0						
30793-1.0	30793	1	0						
30794-0.0	30794	0	0						
30794-1.0	30794	1	0						
30795-0.0	30795	0	0						
30795-1.0	30795	1	0						
30796-0.0	30796	0	0						
30796-1.0	30796	1	0						
30800-0.0	30800	0	0	30800	Oestradiol	Blood biochemistry		continuous	Oestradiol
30800-1.0	30800	1	0	30800	Oestradiol	Blood biochemistry		continuous	Oestradiol
30801-0.0	30801	0	0						
30801-1.0	30801	1	0						
30802-0.0	30802	0	0						
30802-1.0	30802	1	0						
30803-0.0	30803	0	0						
30803-1.0	30803	1	0						
30804-0.0	30804	0	0						
30804-1.0	30804	1	0						
30805-0.0	30805	0	0						
30805-1.0	30805	1	0						
30806-0.0	30806	0	0						
30806-1.0	30806	1	0						
3081-0.0	3081	0	0	3081	Foot measured for bone density	Bone-densitometry of heel		categorical_single	Foot_measured_for_bone_density
30810-0.0	30810	0	0	30810	Phosphate	Blood biochemistry		continuous	Phosphate
30810-1.0	30810	1	0	30810	Phosphate	Blood biochemistry		continuous	Phosphate
